2017-03-19 18:59:27.476270,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 18:59:52.422764,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:00:19.702826,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:00:47.766846,('Connection broken: IncompleteRead(1482 bytes read)', IncompleteRead(1482 bytes read))
2017-03-19 19:01:07.312323,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:01:38.349886,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:02:04.735183,('Connection broken: IncompleteRead(7530 bytes read)', IncompleteRead(7530 bytes read))
2017-03-19 19:02:27.817339,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:03:06.557006,('Connection broken: IncompleteRead(7279 bytes read)', IncompleteRead(7279 bytes read))
2017-03-19 19:03:24.478207,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:03:52.334397,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:04:09.306051,('Connection broken: IncompleteRead(1482 bytes read)', IncompleteRead(1482 bytes read))
2017-03-19 19:04:43.683981,('Connection broken: IncompleteRead(1807 bytes read)', IncompleteRead(1807 bytes read))
2017-03-19 19:05:33.681058,('Connection broken: IncompleteRead(6801 bytes read)', IncompleteRead(6801 bytes read))
2017-03-19 19:05:53.716818,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:06:18.716985,('Connection broken: IncompleteRead(1482 bytes read)', IncompleteRead(1482 bytes read))
2017-03-19 19:06:41.401947,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:07:15.732567,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:07:45.014961,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:08:14.404069,('Connection broken: IncompleteRead(4458 bytes read)', IncompleteRead(4458 bytes read))
2017-03-19 19:08:39.517119,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:09:03.446835,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:09:24.686413,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:09:42.415411,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:10:05.165654,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:10:39.149897,('Connection broken: IncompleteRead(4222 bytes read)', IncompleteRead(4222 bytes read))
2017-03-19 19:11:03.828617,('Connection broken: IncompleteRead(1086 bytes read)', IncompleteRead(1086 bytes read))
2017-03-19 19:11:45.353704,('Connection broken: IncompleteRead(4501 bytes read)', IncompleteRead(4501 bytes read))
2017-03-19 19:12:08.519393,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:12:44.615816,('Connection broken: IncompleteRead(1469 bytes read)', IncompleteRead(1469 bytes read))
2017-03-19 19:13:05.995309,('Connection broken: IncompleteRead(2458 bytes read)', IncompleteRead(2458 bytes read))
2017-03-19 19:13:41.805432,('Connection broken: IncompleteRead(2523 bytes read)', IncompleteRead(2523 bytes read))
2017-03-19 19:14:13.414980,('Connection broken: IncompleteRead(1118 bytes read)', IncompleteRead(1118 bytes read))
2017-03-19 19:14:47.565259,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:15:04.767640,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
